Current Projection,Party,State,Path,Name,Electoral Votes,Fixed Electoral,Value in %,X,X Adjusted,X for Text,Y,Y Adjusted
Democratic,Democratic,VA,126,Virginia,13,13,2.4%,7.871505737,-885.128494263,-885.128494263,328.445983887,328.445983887
Democratic,Democratic,VA,127,Virginia,13,13,2.4%,9.290252686,-883.709747314,-883.709747314,328.723358154,328.723358154
Democratic,Democratic,VA,128,Virginia,13,13,2.4%,10.708984375,-882.291015625,-882.291015625,329.000701904,329.000701904
Democratic,Democratic,VA,129,Virginia,13,13,2.4%,12.127716064,-880.872283936,-880.872283936,329.278045654,329.278045654
Democratic,Democratic,VA,130,Virginia,13,13,2.4%,13.546463013,-879.453536987,-879.453536987,329.555419922,329.555419922
Democratic,Democratic,VA,131,Virginia,13,13,2.4%,14.965194702,-878.034805298,-878.034805298,329.832763672,329.832763672
Democratic,Democratic,VA,132,Virginia,13,13,2.4%,16.383926392,-876.616073608,-876.616073608,330.110107422,330.110107422
Democratic,Democratic,VA,133,Virginia,13,13,2.4%,17.802673340,-875.197326660,-875.197326660,330.387481689,330.387481689
Democratic,Democratic,VA,134,Virginia,13,13,2.4%,19.221405029,-873.778594971,-873.778594971,330.664825439,330.664825439
Democratic,Democratic,VA,135,Virginia,13,13,2.4%,20.640129089,-872.359870911,-872.359870911,330.942169189,330.942169189
Democratic,Democratic,VA,136,Virginia,13,13,2.4%,22.058876038,-870.941123962,-870.941123962,331.219543457,331.219543457
Democratic,Democratic,VA,137,Virginia,13,13,2.4%,23.477607727,-869.522392273,-869.522392273,331.496887207,331.496887207
Democratic,Democratic,VA,138,Virginia,13,13,2.4%,24.896339417,-868.103660583,-868.103660583,331.774230957,331.774230957
Democratic,Democratic,VA,139,Virginia,13,13,2.4%,26.315086365,-866.684913635,-866.684913635,332.051605225,332.051605225
Democratic,Democratic,VA,140,Virginia,13,13,2.4%,27.733818054,-865.266181946,-865.266181946,332.328948975,332.328948975
Democratic,Democratic,VA,141,Virginia,13,13,2.4%,29.152549744,-863.847450256,-863.847450256,332.606292725,332.606292725
Democratic,Democratic,VA,142,Virginia,13,13,2.4%,30.571296692,-862.428703308,-862.428703308,332.883666992,332.883666992
Democratic,Democratic,VA,143,Virginia,13,13,2.4%,31.990028381,-861.009971619,-861.009971619,333.161010742,333.161010742
Democratic,Democratic,VA,144,Virginia,13,13,2.4%,33.408752441,-859.591247559,-859.591247559,333.438354492,333.438354492
Democratic,Democratic,VA,145,Virginia,13,13,2.4%,34.827499390,-858.172500610,-858.172500610,333.715728760,333.715728760
Democratic,Democratic,VA,146,Virginia,13,13,2.4%,36.246231079,-856.753768921,-856.753768921,333.993072510,333.993072510
Democratic,Democratic,VA,147,Virginia,13,13,2.4%,37.664962769,-855.335037231,-855.335037231,334.270446777,334.270446777
Democratic,Democratic,VA,148,Virginia,13,13,2.4%,39.083709717,-853.916290283,-853.916290283,334.547790527,334.547790527
Democratic,Democratic,VA,149,Virginia,13,13,2.4%,40.502441406,-852.497558594,-852.497558594,334.825134277,334.825134277
Democratic,Democratic,VA,150,Virginia,13,13,2.4%,41.921173096,-851.078826904,-851.078826904,335.102508545,335.102508545
Democratic,Democratic,VA,151,Virginia,13,13,2.4%,43.339920044,-849.660079956,-849.660079956,335.379852295,335.379852295
Democratic,Democratic,VA,152,Virginia,13,13,2.4%,44.758644104,-848.241355896,-848.241355896,335.657196045,335.657196045
Democratic,Democratic,VA,153,Virginia,13,13,2.4%,46.177375793,-846.822624207,-846.822624207,335.934570313,335.934570313
Democratic,Democratic,VA,154,Virginia,13,13,2.4%,47.596122742,-845.403877258,-845.403877258,336.211914063,336.211914063
Democratic,Democratic,VA,155,Virginia,13,13,2.4%,49.014854431,-843.985145569,-843.985145569,336.489257813,336.489257813
Democratic,Democratic,VA,156,Virginia,13,13,2.4%,50.433586121,-842.566413879,-842.566413879,336.766632080,336.766632080
Democratic,Democratic,VA,157,Virginia,13,13,2.4%,51.852333069,-841.147666931,-841.147666931,337.043975830,337.043975830
Democratic,Democratic,VA,158,Virginia,13,13,2.4%,53.271064758,-839.728935242,-839.728935242,337.321319580,337.321319580
Democratic,Democratic,VA,159,Virginia,13,13,2.4%,54.689796448,-838.310203552,-838.310203552,337.598693848,337.598693848
Democratic,Democratic,VA,160,Virginia,13,13,2.4%,56.108535767,-836.891464233,-836.891464233,337.876037598,337.876037598
Democratic,Democratic,VA,161,Virginia,13,13,2.4%,57.527267456,-835.472732544,-835.472732544,338.153381348,338.153381348
Democratic,Democratic,VA,162,Virginia,13,13,2.4%,58.945999146,-834.054000854,-834.054000854,338.430755615,338.430755615
Democratic,Democratic,VA,163,Virginia,13,13,2.4%,60.364746094,-832.635253906,-832.635253906,338.708099365,338.708099365
Democratic,Democratic,VA,164,Virginia,13,13,2.4%,61.783477783,-831.216522217,-831.216522217,338.985473633,338.985473633
Democratic,Democratic,VA,165,Virginia,13,13,2.4%,63.202209473,-829.797790527,-829.797790527,339.262817383,339.262817383
Democratic,Democratic,VA,166,Virginia,13,13,2.4%,64.620956421,-828.379043579,-828.379043579,339.540161133,339.540161133
Democratic,Democratic,VA,167,Virginia,13,13,2.4%,66.039688110,-826.960311890,-826.960311890,339.817535400,339.817535400
Democratic,Democratic,VA,168,Virginia,13,13,2.4%,67.458419800,-825.541580200,-825.541580200,340.094879150,340.094879150
Democratic,Democratic,VA,169,Virginia,13,13,2.4%,68.877159119,-824.122840881,-824.122840881,340.372222900,340.372222900
Democratic,Democratic,VA,170,Virginia,13,13,2.4%,70.295890808,-822.704109192,-822.704109192,340.649597168,340.649597168
Democratic,Democratic,VA,171,Virginia,13,13,2.4%,71.714622498,-821.285377502,-821.285377502,340.926940918,340.926940918
Democratic,Democratic,VA,172,Virginia,13,13,2.4%,73.133369446,-819.866630554,-819.866630554,341.204284668,341.204284668
Democratic,Democratic,VA,173,Virginia,13,13,2.4%,74.552101135,-818.447898865,-818.447898865,341.481658936,341.481658936
Democratic,Democratic,VA,174,Virginia,13,13,2.4%,75.970832825,-817.029167175,-817.029167175,341.759002686,341.759002686
Democratic,Democratic,VA,175,Virginia,13,13,2.4%,77.389579773,-815.610420227,-815.610420227,342.036346436,342.036346436
Democratic,Democratic,VA,176,Virginia,13,13,2.4%,78.808311462,-814.191688538,-814.191688538,342.313720703,342.313720703
Democratic,Democratic,VA,177,Virginia,13,13,2.4%,80.227035522,-812.772964478,-812.772964478,342.591064453,342.591064453
Democratic,Democratic,VA,178,Virginia,13,13,2.4%,81.645782471,-811.354217529,-811.354217529,342.868408203,342.868408203
Democratic,Democratic,VA,179,Virginia,13,13,2.4%,83.064514160,-809.935485840,-809.935485840,343.145782471,343.145782471
Democratic,Democratic,VA,180,Virginia,13,13,2.4%,84.483245850,-808.516754150,-808.516754150,343.423126221,343.423126221
Democratic,Democratic,VA,181,Virginia,13,13,2.4%,85.901977539,-807.098022461,-807.098022461,343.700469971,343.700469971
Democratic,Democratic,VA,182,Virginia,13,13,2.4%,87.320739746,-805.679260254,-805.679260254,343.977844238,343.977844238
Democratic,Democratic,VA,183,Virginia,13,13,2.4%,88.739471436,-804.260528564,-804.260528564,344.255187988,344.255187988
Democratic,Democratic,VA,184,Virginia,13,13,2.4%,90.158203125,-802.841796875,-802.841796875,344.532531738,344.532531738
Democratic,Democratic,VA,185,Virginia,13,13,2.4%,91.576934814,-801.423065186,-801.423065186,344.809906006,344.809906006
Democratic,Democratic,VA,186,Virginia,13,13,2.4%,92.995666504,-800.004333496,-800.004333496,345.087249756,345.087249756
Democratic,Democratic,VA,187,Virginia,13,13,2.4%,94.414398193,-798.585601807,-798.585601807,345.364593506,345.364593506
Democratic,Democratic,VA,188,Virginia,13,13,2.4%,95.833152771,-797.166847229,-797.166847229,345.641967773,345.641967773
Democratic,Democratic,VA,189,Virginia,13,13,2.4%,97.251884460,-795.748115540,-795.748115540,345.919311523,345.919311523
Democratic,Democratic,VA,190,Virginia,13,13,2.4%,98.670616150,-794.329383850,-794.329383850,346.196685791,346.196685791
Democratic,Democratic,VA,191,Virginia,13,13,2.4%,100.089347839,-792.910652161,-792.910652161,346.474029541,346.474029541
Democratic,Democratic,VA,192,Virginia,13,13,2.4%,101.508071899,-791.491928101,-791.491928101,346.751373291,346.751373291
Democratic,Democratic,VA,193,Virginia,13,13,2.4%,102.926803589,-790.073196411,-790.073196411,347.028747559,347.028747559
Democratic,Democratic,VA,194,Virginia,13,13,2.4%,104.345565796,-788.654434204,-788.654434204,347.306091309,347.306091309
Democratic,Democratic,VA,195,Virginia,13,13,2.4%,105.764297485,-787.235702515,-787.235702515,347.583435059,347.583435059
Democratic,Democratic,VA,196,Virginia,13,13,2.4%,107.183029175,-785.816970825,-785.816970825,347.860809326,347.860809326
Democratic,Democratic,VA,197,Virginia,13,13,2.4%,108.601760864,-784.398239136,-784.398239136,348.138153076,348.138153076
Democratic,Democratic,VA,198,Virginia,13,13,2.4%,110.020492554,-782.979507446,-782.979507446,348.415496826,348.415496826
Democratic,Democratic,VA,199,Virginia,13,13,2.4%,111.439224243,-781.560775757,-781.560775757,348.692871094,348.692871094
Democratic,Democratic,VA,200,Virginia,13,13,2.4%,112.857986450,-780.142013550,-780.142013550,348.970214844,348.970214844
Democratic,Democratic,VA,201,Virginia,13,13,2.4%,114.276718140,-778.723281860,-778.723281860,349.247558594,349.247558594
Democratic,Democratic,VA,202,Virginia,13,13,2.4%,115.695449829,-777.304550171,-777.304550171,349.524932861,349.524932861
Democratic,Democratic,VA,203,Virginia,13,13,2.4%,117.114181519,-775.885818481,-775.885818481,349.802276611,349.802276611
Democratic,Democratic,VA,204,Virginia,13,13,2.4%,118.532905579,-774.467094421,-774.467094421,350.079620361,350.079620361
Democratic,Democratic,VA,205,Virginia,13,13,2.4%,119.951637268,-773.048362732,-773.048362732,350.356994629,350.356994629
Democratic,Democratic,VA,206,Virginia,13,13,2.4%,121.370399475,-771.629600525,-771.629600525,350.634338379,350.634338379
Democratic,Democratic,VA,207,Virginia,13,13,2.4%,122.789131165,-770.210868835,-770.210868835,350.911712646,350.911712646
Democratic,Democratic,VA,208,Virginia,13,13,2.4%,124.207862854,-768.792137146,-768.792137146,351.189056396,351.189056396
Democratic,Democratic,VA,209,Virginia,13,13,2.4%,125.626594543,-767.373405457,-767.373405457,351.466400146,351.466400146
Democratic,Democratic,VA,210,Virginia,13,13,2.4%,127.045318604,-765.954681396,-765.954681396,351.743743896,351.743743896
Democratic,Democratic,VA,211,Virginia,13,13,2.4%,128.464050293,-764.535949707,-764.535949707,352.021118164,352.021118164
Democratic,Democratic,VA,212,Virginia,13,13,2.4%,129.8828125,-763.1171875,-763.1171875,352.298461914,352.298461914
Democratic,Democratic,VA,213,Virginia,13,13,2.4%,131.301544189,-761.698455811,-761.698455811,352.575836182,352.575836182
Democratic,Democratic,VA,214,Virginia,13,13,2.4%,132.720275879,-760.279724121,-760.279724121,352.853179932,352.853179932
Democratic,Democratic,VA,215,Virginia,13,13,2.4%,134.139007568,-758.860992432,-758.860992432,353.130523682,353.130523682
Democratic,Democratic,VA,216,Virginia,13,13,2.4%,135.557739258,-757.442260742,-757.442260742,353.407897949,353.407897949
Democratic,Democratic,VA,217,Virginia,13,13,2.4%,136.976470947,-756.023529053,-756.023529053,353.685241699,353.685241699
Democratic,Democratic,VA,218,Virginia,13,13,2.4%,138.395233154,-754.604766846,-754.604766846,353.962585449,353.962585449
Democratic,Democratic,VA,219,Virginia,13,13,2.4%,139.813964844,-753.186035156,-753.186035156,354.239959717,354.239959717
Democratic,Democratic,VA,220,Virginia,13,13,2.4%,141.232696533,-751.767303467,-751.767303467,354.517303467,354.517303467
Democratic,Democratic,VA,221,Virginia,13,13,2.4%,142.651428223,-750.348571777,-750.348571777,354.794647217,354.794647217
Democratic,Democratic,VA,222,Virginia,13,13,2.4%,144.070159912,-748.929840088,-748.929840088,355.072021484,355.072021484
Democratic,Democratic,VA,223,Virginia,13,13,2.4%,145.379745483,-747.620254517,-747.620254517,355.182067871,355.182067871
Democratic,Democratic,VA,224,Virginia,13,13,2.4%,145.697692871,-747.302307129,-747.302307129,353.771850586,353.771850586
Democratic,Democratic,VA,225,Virginia,13,13,2.4%,146.015640259,-746.984359741,-746.984359741,352.361663818,352.361663818
Democratic,Democratic,VA,226,Virginia,13,13,2.4%,146.333587646,-746.666412354,-746.666412354,350.951477051,350.951477051
Democratic,Democratic,VA,227,Virginia,13,13,2.4%,146.651535034,-746.348464966,-746.348464966,349.541290283,349.541290283
Democratic,Democratic,VA,228,Virginia,13,13,2.4%,146.969467163,-746.030532837,-746.030532837,348.131103516,348.131103516
Democratic,Democratic,VA,229,Virginia,13,13,2.4%,147.287414551,-745.712585449,-745.712585449,346.720916748,346.720916748
Democratic,Democratic,VA,230,Virginia,13,13,2.4%,147.605361938,-745.394638062,-745.394638062,345.310699463,345.310699463
Democratic,Democratic,VA,231,Virginia,13,13,2.4%,147.923309326,-745.076690674,-745.076690674,343.900512695,343.900512695
Democratic,Democratic,VA,232,Virginia,13,13,2.4%,148.241256714,-744.758743286,-744.758743286,342.490325928,342.490325928
Democratic,Democratic,VA,233,Virginia,13,13,2.4%,148.559188843,-744.440811157,-744.440811157,341.080139160,341.080139160
Democratic,Democratic,VA,234,Virginia,13,13,2.4%,148.877136230,-744.122863770,-744.122863770,339.669921875,339.669921875
Democratic,Democratic,VA,235,Virginia,13,13,2.4%,149.195083618,-743.804916382,-743.804916382,338.259765625,338.259765625
Democratic,Democratic,VA,236,Virginia,13,13,2.4%,149.513031006,-743.486968994,-743.486968994,336.849517822,336.849517822
Democratic,Democratic,VA,237,Virginia,13,13,2.4%,149.830963135,-743.169036865,-743.169036865,335.439331055,335.439331055
Democratic,Democratic,VA,238,Virginia,13,13,2.4%,150.148910522,-742.851089478,-742.851089478,334.029144287,334.029144287
Democratic,Democratic,VA,239,Virginia,13,13,2.4%,150.466857910,-742.533142090,-742.533142090,332.618957520,332.618957520
Democratic,Democratic,VA,240,Virginia,13,13,2.4%,150.784805298,-742.215194702,-742.215194702,331.208770752,331.208770752
Democratic,Democratic,VA,241,Virginia,13,13,2.4%,151.102737427,-741.897262573,-741.897262573,329.798583984,329.798583984
Democratic,Democratic,VA,242,Virginia,13,13,2.4%,151.420684814,-741.579315186,-741.579315186,328.388366699,328.388366699
Democratic,Democratic,VA,243,Virginia,13,13,2.4%,151.738632202,-741.261367798,-741.261367798,326.978179932,326.978179932
Democratic,Democratic,VA,244,Virginia,13,13,2.4%,152.056579590,-740.943420410,-740.943420410,325.567993164,325.567993164
Democratic,Democratic,VA,245,Virginia,13,13,2.4%,152.374511719,-740.625488281,-740.625488281,324.157775879,324.157775879
Democratic,Democratic,VA,246,Virginia,13,13,2.4%,152.692459106,-740.307540894,-740.307540894,322.747619629,322.747619629
Democratic,Democratic,VA,247,Virginia,13,13,2.4%,153.010406494,-739.989593506,-739.989593506,321.337402344,321.337402344
Democratic,Democratic,VA,248,Virginia,13,13,2.4%,153.328353882,-739.671646118,-739.671646118,319.927185059,319.927185059
Democratic,Democratic,VA,249,Virginia,13,13,2.4%,153.646301270,-739.353698730,-739.353698730,318.516998291,318.516998291
Democratic,Democratic,VA,250,Virginia,13,13,2.4%,153.964233398,-739.035766602,-739.035766602,317.106811523,317.106811523
Democratic,Democratic,VA,251,Virginia,13,13,2.4%,154.282180786,-738.717819214,-738.717819214,315.696624756,315.696624756
Democratic,Democratic,VA,252,Virginia,13,13,2.4%,154.600128174,-738.399871826,-738.399871826,314.286437988,314.286437988
Democratic,Democratic,VA,253,Virginia,13,13,2.4%,154.918060303,-738.081939697,-738.081939697,312.876251221,312.876251221
Democratic,Democratic,VA,254,Virginia,13,13,2.4%,155.236022949,-737.763977051,-737.763977051,311.466033936,311.466033936
Democratic,Democratic,VA,255,Virginia,13,13,2.4%,155.553955078,-737.446044922,-737.446044922,310.055847168,310.055847168
Democratic,Democratic,VA,256,Virginia,13,13,2.4%,155.871902466,-737.128097534,-737.128097534,308.645629883,308.645629883
Democratic,Democratic,VA,257,Virginia,13,13,2.4%,156.189849854,-736.810150146,-736.810150146,307.235473633,307.235473633
Democratic,Democratic,VA,258,Virginia,13,13,2.4%,156.507781982,-736.492218018,-736.492218018,305.825256348,305.825256348
Democratic,Democratic,VA,259,Virginia,13,13,2.4%,156.825729370,-736.174270630,-736.174270630,304.415069580,304.415069580
Democratic,Democratic,VA,260,Virginia,13,13,2.4%,157.143676758,-735.856323242,-735.856323242,303.004852295,303.004852295
Democratic,Democratic,VA,261,Virginia,13,13,2.4%,157.461624146,-735.538375854,-735.538375854,301.594665527,301.594665527
Democratic,Democratic,VA,262,Virginia,13,13,2.4%,157.779571533,-735.220428467,-735.220428467,300.184478760,300.184478760
Democratic,Democratic,VA,263,Virginia,13,13,2.4%,158.097503662,-734.902496338,-734.902496338,298.774291992,298.774291992
Democratic,Democratic,VA,264,Virginia,13,13,2.4%,158.415451050,-734.584548950,-734.584548950,297.364105225,297.364105225
Democratic,Democratic,VA,265,Virginia,13,13,2.4%,158.733398438,-734.266601563,-734.266601563,295.953918457,295.953918457
Democratic,Democratic,VA,266,Virginia,13,13,2.4%,159.051345825,-733.948654175,-733.948654175,294.543701172,294.543701172
Democratic,Democratic,VA,267,Virginia,13,13,2.4%,159.369293213,-733.630706787,-733.630706787,293.133514404,293.133514404
Democratic,Democratic,VA,268,Virginia,13,13,2.4%,159.687225342,-733.312774658,-733.312774658,291.723327637,291.723327637
Democratic,Democratic,VA,269,Virginia,13,13,2.4%,160.005172729,-732.994827271,-732.994827271,290.313110352,290.313110352
Democratic,Democratic,VA,270,Virginia,13,13,2.4%,160.323120117,-732.676879883,-732.676879883,288.902923584,288.902923584
Democratic,Democratic,VA,271,Virginia,13,13,2.4%,160.641067505,-732.358932495,-732.358932495,287.492706299,287.492706299
Democratic,Democratic,VA,272,Virginia,13,13,2.4%,160.959014893,-732.040985107,-732.040985107,286.082519531,286.082519531
Democratic,Democratic,VA,273,Virginia,13,13,2.4%,161.276947021,-731.723052979,-731.723052979,284.672332764,284.672332764
Democratic,Democratic,VA,274,Virginia,13,13,2.4%,161.594894409,-731.405105591,-731.405105591,283.262145996,283.262145996
Democratic,Democratic,VA,275,Virginia,13,13,2.4%,161.912841797,-731.087158203,-731.087158203,281.851959229,281.851959229
Democratic,Democratic,VA,276,Virginia,13,13,2.4%,162.230773926,-730.769226074,-730.769226074,280.441772461,280.441772461
Democratic,Democratic,VA,277,Virginia,13,13,2.4%,162.548736572,-730.451263428,-730.451263428,279.031555176,279.031555176
Democratic,Democratic,VA,278,Virginia,13,13,2.4%,162.866668701,-730.133331299,-730.133331299,277.621368408,277.621368408
Democratic,Democratic,VA,279,Virginia,13,13,2.4%,163.184616089,-729.815383911,-729.815383911,276.211181641,276.211181641
Democratic,Democratic,VA,280,Virginia,13,13,2.4%,163.502563477,-729.497436523,-729.497436523,274.800964355,274.800964355
Democratic,Democratic,VA,281,Virginia,13,13,2.4%,163.820495605,-729.179504395,-729.179504395,273.390777588,273.390777588
Democratic,Democratic,VA,282,Virginia,13,13,2.4%,164.138442993,-728.861557007,-728.861557007,271.980590820,271.980590820
Democratic,Democratic,VA,283,Virginia,13,13,2.4%,164.456390381,-728.543609619,-728.543609619,270.570373535,270.570373535
Democratic,Democratic,VA,284,Virginia,13,13,2.4%,164.774337769,-728.225662231,-728.225662231,269.160186768,269.160186768
Democratic,Democratic,VA,285,Virginia,13,13,2.4%,165.092285156,-727.907714844,-727.907714844,267.75,267.75
Democratic,Democratic,VA,286,Virginia,13,13,2.4%,165.410217285,-727.589782715,-727.589782715,266.339813232,266.339813232
Democratic,Democratic,VA,287,Virginia,13,13,2.4%,165.728164673,-727.271835327,-727.271835327,264.929626465,264.929626465
Democratic,Democratic,VA,288,Virginia,13,13,2.4%,166.046112061,-726.953887939,-726.953887939,263.519439697,263.519439697
Democratic,Democratic,VA,289,Virginia,13,13,2.4%,166.364059448,-726.635940552,-726.635940552,262.109222412,262.109222412
Democratic,Democratic,VA,290,Virginia,13,13,2.4%,166.681991577,-726.318008423,-726.318008423,260.699035645,260.699035645
Democratic,Democratic,VA,291,Virginia,13,13,2.4%,166.999938965,-726.000061035,-726.000061035,259.288848877,259.288848877
Democratic,Democratic,VA,292,Virginia,13,13,2.4%,167.317886353,-725.682113647,-725.682113647,257.878631592,257.878631592
Democratic,Democratic,VA,293,Virginia,13,13,2.4%,167.635833740,-725.364166260,-725.364166260,256.468444824,256.468444824
Democratic,Democratic,VA,294,Virginia,13,13,2.4%,167.953765869,-725.046234131,-725.046234131,255.058258057,255.058258057
Democratic,Democratic,VA,295,Virginia,13,13,2.4%,168.271713257,-724.728286743,-724.728286743,253.648040771,253.648040771
Democratic,Democratic,VA,296,Virginia,13,13,2.4%,168.589660645,-724.410339355,-724.410339355,252.237854004,252.237854004
Democratic,Democratic,VA,297,Virginia,13,13,2.4%,168.907608032,-724.092391968,-724.092391968,250.827667236,250.827667236
Democratic,Democratic,VA,298,Virginia,13,13,2.4%,169.225540161,-723.774459839,-723.774459839,249.417480469,249.417480469
Democratic,Democratic,VA,299,Virginia,13,13,2.4%,169.543487549,-723.456512451,-723.456512451,248.007293701,248.007293701
Democratic,Democratic,VA,300,Virginia,13,13,2.4%,169.861434937,-723.138565063,-723.138565063,246.597106934,246.597106934
Democratic,Democratic,VA,301,Virginia,13,13,2.4%,170.179382324,-722.820617676,-722.820617676,245.186874390,245.186874390
Democratic,Democratic,VA,302,Virginia,13,13,2.4%,170.497329712,-722.502670288,-722.502670288,243.776687622,243.776687622
Democratic,Democratic,VA,303,Virginia,13,13,2.4%,170.815261841,-722.184738159,-722.184738159,242.366500854,242.366500854
Democratic,Democratic,VA,304,Virginia,13,13,2.4%,171.133209229,-721.866790771,-721.866790771,240.956314087,240.956314087
Democratic,Democratic,VA,305,Virginia,13,13,2.4%,171.451156616,-721.548843384,-721.548843384,239.546127319,239.546127319
Democratic,Democratic,VA,306,Virginia,13,13,2.4%,171.769088745,-721.230911255,-721.230911255,238.135925293,238.135925293
Democratic,Democratic,VA,307,Virginia,13,13,2.4%,172.087051392,-720.912948608,-720.912948608,236.725708008,236.725708008
Democratic,Democratic,VA,308,Virginia,13,13,2.4%,172.404983521,-720.595016479,-720.595016479,235.315521240,235.315521240
Democratic,Democratic,VA,309,Virginia,13,13,2.4%,172.722930908,-720.277069092,-720.277069092,233.905334473,233.905334473
Democratic,Democratic,VA,310,Virginia,13,13,2.4%,173.040878296,-719.959121704,-719.959121704,232.495147705,232.495147705
Democratic,Democratic,VA,311,Virginia,13,13,2.4%,173.358810425,-719.641189575,-719.641189575,231.084960938,231.084960938
Democratic,Democratic,VA,312,Virginia,13,13,2.4%,173.380157471,-719.619842529,-719.619842529,229.780487061,229.780487061
Democratic,Democratic,VA,313,Virginia,13,13,2.4%,172.241729736,-720.758270264,-720.758270264,228.889556885,228.889556885
Democratic,Democratic,VA,314,Virginia,13,13,2.4%,171.103317261,-721.896682739,-721.896682739,227.998641968,227.998641968
Democratic,Democratic,VA,315,Virginia,13,13,2.4%,169.964904785,-723.035095215,-723.035095215,227.107727051,227.107727051
Democratic,Democratic,VA,316,Virginia,13,13,2.4%,168.826477051,-724.173522949,-724.173522949,226.216812134,226.216812134
Democratic,Democratic,VA,317,Virginia,13,13,2.4%,167.688079834,-725.311920166,-725.311920166,225.325897217,225.325897217
Democratic,Democratic,VA,318,Virginia,13,13,2.4%,166.549652100,-726.450347900,-726.450347900,224.434967041,224.434967041
Democratic,Democratic,VA,319,Virginia,13,13,2.4%,165.411224365,-727.588775635,-727.588775635,223.544036865,223.544036865
Democratic,Democratic,VA,320,Virginia,13,13,2.4%,164.272796631,-728.727203369,-728.727203369,222.653121948,222.653121948
Democratic,Democratic,VA,321,Virginia,13,13,2.4%,163.134399414,-729.865600586,-729.865600586,221.762207031,221.762207031
Democratic,Democratic,VA,322,Virginia,13,13,2.4%,161.995971680,-731.004028320,-731.004028320,220.871276855,220.871276855
Democratic,Democratic,VA,323,Virginia,13,13,2.4%,160.857559204,-732.142440796,-732.142440796,219.980361938,219.980361938
Democratic,Democratic,VA,324,Virginia,13,13,2.4%,159.719146729,-733.280853271,-733.280853271,219.089447021,219.089447021
Democratic,Democratic,VA,325,Virginia,13,13,2.4%,158.580703735,-734.419296265,-734.419296265,218.198516846,218.198516846
Democratic,Democratic,VA,326,Virginia,13,13,2.4%,157.442291260,-735.557708740,-735.557708740,217.307586670,217.307586670
Democratic,Democratic,VA,327,Virginia,13,13,2.4%,156.303878784,-736.696121216,-736.696121216,216.416687012,216.416687012
Democratic,Democratic,VA,328,Virginia,13,13,2.4%,155.165466309,-737.834533691,-737.834533691,215.525756836,215.525756836
Democratic,Democratic,VA,329,Virginia,13,13,2.4%,154.027038574,-738.972961426,-738.972961426,214.634841919,214.634841919
Democratic,Democratic,VA,330,Virginia,13,13,2.4%,152.888641357,-740.111358643,-740.111358643,213.743927002,213.743927002
Democratic,Democratic,VA,331,Virginia,13,13,2.4%,151.750183105,-741.249816895,-741.249816895,212.852996826,212.852996826
Democratic,Democratic,VA,332,Virginia,13,13,2.4%,150.611785889,-742.388214111,-742.388214111,211.962066650,211.962066650
Democratic,Democratic,VA,333,Virginia,13,13,2.4%,149.473358154,-743.526641846,-743.526641846,211.071151733,211.071151733
Democratic,Democratic,VA,334,Virginia,13,13,2.4%,148.334945679,-744.665054321,-744.665054321,210.180236816,210.180236816
Democratic,Democratic,VA,335,Virginia,13,13,2.4%,147.196533203,-745.803466797,-745.803466797,209.289321899,209.289321899
Democratic,Democratic,VA,336,Virginia,13,13,2.4%,146.058120728,-746.941879272,-746.941879272,208.398406982,208.398406982
Democratic,Democratic,VA,337,Virginia,13,13,2.4%,144.919677734,-748.080322266,-748.080322266,207.507461548,207.507461548
Democratic,Democratic,VA,338,Virginia,13,13,2.4%,143.781265259,-749.218734741,-749.218734741,206.616546631,206.616546631
Democratic,Democratic,VA,339,Virginia,13,13,2.4%,142.642852783,-750.357147217,-750.357147217,205.725631714,205.725631714
Democratic,Democratic,VA,340,Virginia,13,13,2.4%,141.504440308,-751.495559692,-751.495559692,204.834716797,204.834716797
Democratic,Democratic,VA,341,Virginia,13,13,2.4%,140.366027832,-752.633972168,-752.633972168,203.943786621,203.943786621
Democratic,Democratic,VA,342,Virginia,13,13,2.4%,139.227600098,-753.772399902,-753.772399902,203.052871704,203.052871704
Democratic,Democratic,VA,343,Virginia,13,13,2.4%,138.089172363,-754.910827637,-754.910827637,202.161941528,202.161941528
Democratic,Democratic,VA,344,Virginia,13,13,2.4%,136.950744629,-756.049255371,-756.049255371,201.271026611,201.271026611
Democratic,Democratic,VA,345,Virginia,13,13,2.4%,135.812347412,-757.187652588,-757.187652588,200.380096436,200.380096436
Democratic,Democratic,VA,346,Virginia,13,13,2.4%,134.673919678,-758.326080322,-758.326080322,199.489196777,199.489196777
Democratic,Democratic,VA,347,Virginia,13,13,2.4%,133.535507202,-759.464492798,-759.464492798,198.598266602,198.598266602
Democratic,Democratic,VA,348,Virginia,13,13,2.4%,132.397094727,-760.602905273,-760.602905273,197.707351685,197.707351685
Democratic,Democratic,VA,349,Virginia,13,13,2.4%,131.258651733,-761.741348267,-761.741348267,196.816421509,196.816421509
Democratic,Democratic,VA,350,Virginia,13,13,2.4%,130.120239258,-762.879760742,-762.879760742,195.925506592,195.925506592
Democratic,Democratic,VA,351,Virginia,13,13,2.4%,128.981826782,-764.018173218,-764.018173218,195.034576416,195.034576416
Democratic,Democratic,VA,352,Virginia,13,13,2.4%,127.843414307,-765.156585693,-765.156585693,194.143661499,194.143661499
Democratic,Democratic,VA,353,Virginia,13,13,2.4%,126.705001831,-766.294998169,-766.294998169,193.252746582,193.252746582
